model,genre,prompt_id,ttr,mtld,hapax_ratio,avg_word_length,word_length_std,long_word_ratio,yule_k,pos_noun_ratio,pos_verb_ratio,pos_adj_ratio,pos_adv_ratio,pos_pron_ratio,pos_det_ratio,pos_adp_ratio,pos_cconj_ratio,pos_sconj_ratio,pos_aux_ratio,pos_part_ratio,pos_intj_ratio,pos_num_ratio,pos_propn_ratio,avg_sent_length,std_sent_length,num_sentences,num_words,max_dep_depth,mean_dep_depth,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,dale_chall,discourse_marker_count,discourse_marker_rate,punct_comma,punct_period,punct_semicolon,punct_colon,punct_question,punct_exclamation,punct_dash,punct_hyphen,punct_quote,punct_single_quote,punct_ellipsis,punct_total,fw_a,fw_about,fw_above,fw_after,fw_again,fw_all,fw_am,fw_an,fw_and,fw_any,fw_are,fw_as,fw_at,fw_be,fw_because,fw_been,fw_before,fw_being,fw_below,fw_between,fw_both,fw_but,fw_by,fw_could,fw_did,fw_do,fw_does,fw_doing,fw_down,fw_during,fw_each,fw_few,fw_for,fw_from,fw_further,fw_had,fw_has,fw_have,fw_having,fw_he,fw_her,fw_here,fw_hers,fw_herself,fw_him,fw_himself,fw_his,fw_how,fw_i,fw_if,fw_in,fw_into,fw_is,fw_it,fw_its,fw_itself,fw_just,fw_me,fw_more,fw_most,fw_my,fw_myself,fw_no,fw_nor,fw_not,fw_now,fw_of,fw_off,fw_on,fw_once,fw_only,fw_or,fw_other,fw_our,fw_ours,fw_ourselves,fw_out,fw_over,fw_own,fw_same,fw_she,fw_should,fw_so,fw_some,fw_such,fw_than,fw_that,fw_the,fw_their,fw_theirs,fw_them,fw_themselves,fw_then,fw_there,fw_these,fw_they,fw_this,fw_those,fw_through,fw_to,fw_too,fw_under,fw_until,fw_up,fw_very,fw_was,fw_we,fw_were,fw_what,fw_when,fw_where,fw_which,fw_while,fw_who,fw_whom,fw_why,fw_will,fw_with,fw_would,fw_you,fw_your,fw_yours,fw_yourself,fw_yourselves
gemini,descriptive,descriptive_3,0.7161,210.569,0.62712,5.047,2.455,0.27542,112.396,0.30508,0.14407,0.12712,0.02542,0.03814,0.13983,0.13559,0.01271,0.01271,0.02119,0.00424,0.0,0.00424,0.02966,19.667,6.087,12,236,101,101.0,55.198,10.425,12.089,12.01,10.588,0,0.0,1.4393,0.8225,0.0,0.0,0.0,0.0,0.0,0.0685,0.0,0.0,0.0,2.3304,0.05508,0.0,0.0,0.0,0.0,0.0,0.0,0.00424,0.01271,0.0,0.0,0.00424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00847,0.0,0.0,0.0,0.0,0.0,0.00424,0.0,0.0,0.0,0.0,0.0,0.0,0.00424,0.0,0.0,0.0,0.0,0.00847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02119,0.00424,0.0,0.0,0.01695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03814,0.0,0.00424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00424,0.0,0.0,0.0,0.0,0.0,0.00847,0.07627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01271,0.00847,0.0,0.0,0.0,0.0,0.00424,0.01271,0.0,0.0,0.0,0.00424,0.00424,0.0,0.0,0.0,0.0,0.0,0.0,0.01271,0.0,0.0,0.0,0.0,0.0,0.0
gemini,descriptive,descriptive_4,0.69397,137.793,0.61207,5.103,2.428,0.28448,267.167,0.28879,0.14655,0.12931,0.05603,0.01724,0.19397,0.13362,0.01293,0.00862,0.00862,0.0,0.0,0.0,0.00431,19.333,6.169,12,232,101,101.0,55.948,10.197,11.127,11.375,10.099,0,0.0,1.9863,0.8219,0.0685,0.0,0.0,0.0,0.0685,0.137,0.0,0.0685,0.0,3.1507,0.03448,0.0,0.0,0.0,0.00431,0.0,0.0,0.0,0.00862,0.0,0.0,0.00862,0.00431,0.0,0.0,0.0,0.00431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00431,0.0,0.0,0.0,0.00431,0.0,0.0,0.00431,0.0,0.00431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03017,0.01293,0.0,0.00431,0.00431,0.00431,0.00431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03017,0.0,0.0,0.0,0.00431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00431,0.15517,0.0,0.0,0.0,0.0,0.00431,0.0,0.0,0.0,0.0,0.0,0.00862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00431,0.00431,0.0,0.0,0.0,0.0,0.0
gemini,descriptive,descriptive_5,0.7234,237.892,0.62553,4.953,2.37,0.29787,120.598,0.28085,0.14468,0.18723,0.02553,0.02128,0.14043,0.14468,0.01277,0.0,0.02553,0.00851,0.0,0.0,0.00851,21.364,7.946,11,235,101,101.0,52.827,11.085,12.538,12.243,10.509,0,0.0,2.0125,0.7634,0.0,0.0,0.0,0.0,0.1388,0.2082,0.0,0.0694,0.0,3.1922,0.05957,0.0,0.0,0.0,0.0,0.0,0.0,0.00426,0.00851,0.0,0.00851,0.00426,0.00426,0.00426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00851,0.0,0.0,0.0,0.0,0.0,0.00851,0.0,0.0,0.00426,0.00426,0.00426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01277,0.00426,0.01277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05532,0.0,0.0,0.0,0.00426,0.00426,0.0,0.0,0.0,0.0,0.0,0.00426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00851,0.07234,0.00426,0.0,0.0,0.0,0.0,0.00426,0.0,0.00426,0.0,0.0,0.00851,0.01277,0.0,0.0,0.0,0.00426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00851,0.0,0.0,0.0,0.0,0.0,0.0
gemini,descriptive,descriptive_6,0.70417,177.964,0.625,5.117,2.566,0.30833,170.486,0.30417,0.13333,0.15833,0.04167,0.01667,0.14583,0.12917,0.025,0.00833,0.01667,0.00833,0.0,0.00417,0.00833,20.0,8.466,12,240,101,101.0,52.087,10.88,12.951,12.458,11.035,0,0.0,1.9231,0.7958,0.0,0.0,0.0,0.0,0.0663,0.1989,0.0,0.0,0.0,2.9841,0.04167,0.0,0.0,0.0,0.0,0.00417,0.0,0.0,0.02083,0.0,0.0,0.0,0.00833,0.0,0.0,0.0,0.00417,0.0,0.0,0.00417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.00833,0.0125,0.0,0.0,0.00417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07083,0.0,0.00417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00417,0.1,0.00417,0.0,0.0,0.0,0.00417,0.0,0.00417,0.0,0.0,0.0,0.00417,0.00833,0.0,0.0,0.0,0.0,0.00417,0.0,0.0,0.0,0.0,0.0,0.00417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,descriptive,descriptive_7,0.68559,152.308,0.57642,4.755,2.419,0.25764,137.679,0.25328,0.13974,0.15284,0.0393,0.03057,0.17904,0.12664,0.0262,0.00873,0.0262,0.0131,0.0,0.0,0.00437,20.818,10.853,11,229,101,101.0,53.727,11.405,13.133,12.162,10.258,0,0.0,1.6999,0.813,0.0,0.0,0.0,0.0,0.0,0.1478,0.0,0.0,0.0,2.6608,0.06114,0.0,0.0,0.0,0.0,0.0,0.0,0.00873,0.01747,0.0,0.00437,0.0,0.00873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00437,0.00437,0.0,0.0,0.00873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131,0.00873,0.0131,0.00437,0.00437,0.00437,0.0,0.0,0.00873,0.0,0.0,0.0,0.0131,0.0,0.0,0.0,0.0393,0.0,0.00873,0.0,0.0131,0.00873,0.0,0.0,0.0,0.0,0.00437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00437,0.0131,0.08734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00437,0.0,0.00437,0.01747,0.0,0.00873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,dialogue,dialogue_2,0.66279,139.835,0.53488,4.465,2.24,0.18992,87.735,0.21705,0.19767,0.04651,0.05814,0.17054,0.10465,0.06977,0.01938,0.00775,0.03488,0.0155,0.00388,0.00775,0.04651,8.323,5.114,31,258,101,101.0,74.977,4.861,6.896,8.361,8.901,0,0.0,1.3132,2.1668,0.0,0.0,0.0657,0.0,0.0657,0.1313,1.5758,0.4596,0.0,5.7781,0.02326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01163,0.0,0.01163,0.0,0.00388,0.00388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00388,0.0,0.0,0.00388,0.00775,0.0,0.0,0.0,0.0,0.0,0.0,0.00388,0.00388,0.0,0.0,0.0,0.00388,0.0,0.00775,0.0,0.0,0.0,0.0,0.0,0.0,0.03876,0.0,0.02713,0.00775,0.0,0.00388,0.0,0.02326,0.0,0.0,0.00775,0.01163,0.0,0.0,0.0,0.0,0.00775,0.0,0.0,0.0,0.0155,0.0,0.00775,0.0,0.00388,0.00388,0.0,0.0,0.0,0.0,0.00388,0.00388,0.0,0.0,0.0,0.0,0.0,0.00388,0.0,0.0,0.00388,0.05814,0.0,0.0,0.0,0.0,0.00388,0.00775,0.0,0.00388,0.00775,0.00388,0.00388,0.01938,0.0,0.0,0.0,0.00775,0.0,0.00775,0.01163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00388,0.00388,0.0,0.03101,0.00775,0.0,0.0,0.0
gemini,dialogue,dialogue_3,0.64919,144.851,0.5,4.27,2.115,0.16129,73.166,0.16935,0.18548,0.08871,0.08468,0.16129,0.08065,0.09274,0.01613,0.00806,0.02823,0.02016,0.01613,0.00403,0.04435,9.92,6.222,25,248,101,101.0,80.229,5.003,6.337,7.448,8.17,1,0.4032,1.5793,1.7947,0.0,0.0718,0.0,0.0,0.0718,0.0,1.2922,0.2872,0.0,5.0969,0.02419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00403,0.0,0.0,0.0,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00806,0.00806,0.0,0.00403,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.00403,0.00403,0.0,0.00806,0.0,0.00403,0.0,0.00403,0.02823,0.0,0.0,0.0,0.00403,0.0,0.02016,0.0,0.01613,0.0,0.0,0.0,0.0,0.0121,0.0,0.0,0.01613,0.00806,0.00403,0.0,0.0121,0.0,0.0,0.0,0.0,0.00403,0.02016,0.0,0.00403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00806,0.0,0.0121,0.0,0.00806,0.00403,0.0,0.0,0.0121,0.04839,0.0,0.0,0.00403,0.0,0.00403,0.0,0.0,0.0,0.0,0.0,0.0,0.02823,0.0,0.00403,0.0,0.00806,0.0,0.00403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121,0.0,0.02419,0.00403,0.0,0.0,0.0
gemini,dialogue,dialogue_4,0.64057,146.987,0.4911,4.491,2.218,0.17438,103.089,0.21708,0.16726,0.07117,0.03915,0.121,0.121,0.1032,0.02491,0.01779,0.03915,0.00356,0.01779,0.02491,0.03203,8.265,5.359,34,281,101,101.0,74.45,5.442,8.004,8.947,8.79,0,0.0,1.4519,2.0569,0.0,0.0,0.121,0.0,0.0,0.1815,1.3309,0.363,0.0,5.5051,0.02491,0.0,0.0,0.0,0.0,0.0,0.0,0.00712,0.02135,0.0,0.0,0.0,0.01423,0.00356,0.0,0.0,0.00712,0.0,0.0,0.0,0.0,0.00356,0.00356,0.0,0.0,0.0,0.0,0.0,0.01068,0.0,0.0,0.0,0.00356,0.0,0.0,0.0,0.0,0.0,0.0,0.00356,0.01068,0.0,0.0,0.0,0.00356,0.0,0.01779,0.0,0.00712,0.01068,0.00712,0.00712,0.01423,0.00712,0.0,0.0,0.00356,0.00712,0.0,0.0,0.0,0.0,0.01068,0.0,0.0,0.0,0.00356,0.0,0.01068,0.0,0.0,0.0,0.0,0.00356,0.0,0.0,0.00712,0.0,0.0,0.0,0.01779,0.0,0.0,0.0,0.0,0.0,0.00356,0.08185,0.0,0.0,0.00356,0.0,0.00356,0.0,0.0,0.0,0.00356,0.0,0.0,0.01068,0.0,0.0,0.00356,0.00712,0.00356,0.01423,0.01779,0.00356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00712,0.0,0.00712,0.00712,0.0,0.0,0.0
gemini,dialogue,dialogue_5,0.62308,116.085,0.49615,4.565,2.302,0.21154,92.604,0.21538,0.16923,0.05,0.05,0.16538,0.10385,0.06923,0.02308,0.03077,0.03462,0.02308,0.0,0.01538,0.05,10.0,5.657,26,260,101,101.0,73.364,5.511,7.385,8.842,9.598,0,0.0,1.6308,1.6308,0.0,0.0,0.0652,0.0,0.0,0.0,1.1742,0.1305,0.0,4.6314,0.02692,0.0,0.0,0.0,0.0,0.0,0.00385,0.00385,0.01538,0.00385,0.00385,0.00385,0.01154,0.00385,0.01154,0.0,0.00385,0.0,0.0,0.0,0.0,0.00769,0.0,0.0,0.0,0.0,0.00385,0.0,0.0,0.0,0.0,0.0,0.00385,0.0,0.0,0.0,0.0,0.0,0.0,0.01538,0.01923,0.0,0.0,0.0,0.00385,0.0,0.01923,0.0,0.02308,0.0,0.01154,0.0,0.00385,0.01923,0.0,0.0,0.00385,0.00385,0.0,0.0,0.01154,0.0,0.0,0.0,0.01154,0.00385,0.01538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00769,0.06154,0.0,0.0,0.0,0.0,0.0,0.00385,0.0,0.0,0.00385,0.0,0.0,0.01923,0.0,0.0,0.0,0.0,0.0,0.00769,0.0,0.00385,0.0,0.00385,0.00769,0.0,0.0,0.0,0.0,0.0,0.0,0.00385,0.00385,0.03462,0.00385,0.0,0.0,0.0
gemini,dialogue,dialogue_6,0.64364,140.951,0.53455,4.385,2.233,0.2,99.438,0.18909,0.17091,0.06545,0.08364,0.15273,0.10182,0.10545,0.02182,0.00727,0.03273,0.01091,0.00364,0.02545,0.02909,11.458,7.077,24,275,101,101.0,75.644,5.679,6.964,8.321,8.249,1,0.3636,1.5199,1.4566,0.0,0.0,0.0633,0.0,0.0,0.0633,1.7733,0.4433,0.0,5.3198,0.04,0.00364,0.0,0.0,0.00364,0.00364,0.0,0.0,0.01818,0.0,0.0,0.0,0.00727,0.00364,0.0,0.00364,0.0,0.0,0.0,0.0,0.0,0.00364,0.0,0.0,0.00364,0.00364,0.0,0.0,0.0,0.0,0.0,0.0,0.02182,0.0,0.0,0.0,0.0,0.00364,0.0,0.00364,0.01455,0.00727,0.0,0.0,0.0,0.0,0.01091,0.0,0.04,0.0,0.00364,0.0,0.0,0.02545,0.0,0.0,0.00364,0.00364,0.00364,0.0,0.00727,0.0,0.0,0.0,0.0,0.0,0.01818,0.0,0.0,0.0,0.00364,0.0,0.0,0.0,0.0,0.0,0.00364,0.0,0.0,0.0,0.0,0.00364,0.0,0.0,0.0,0.0,0.01455,0.06182,0.0,0.0,0.0,0.0,0.00364,0.00364,0.0,0.00364,0.00364,0.0,0.00364,0.02182,0.00364,0.0,0.00364,0.00727,0.0,0.00727,0.0,0.0,0.00364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01091,0.0,0.00727,0.00727,0.0,0.0,0.0
gemini,dialogue,dialogue_7,0.58545,106.895,0.42909,4.065,1.984,0.12364,91.24,0.16,0.17455,0.07273,0.06909,0.12727,0.12364,0.07636,0.02545,0.01818,0.05455,0.01455,0.0,0.00364,0.08,9.821,6.018,28,275,101,101.0,83.997,4.152,5.665,6.672,8.033,0,0.0,1.2855,1.4885,0.0,0.0,0.406,0.0,0.0,0.203,1.7591,0.1353,0.0,5.2774,0.03273,0.0,0.0,0.0,0.00364,0.00727,0.0,0.00727,0.02182,0.0,0.0,0.00727,0.02182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00364,0.0,0.0,0.00364,0.00727,0.00364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00364,0.00364,0.00364,0.0,0.0,0.00364,0.0,0.01455,0.00364,0.00364,0.0,0.01091,0.0,0.01818,0.02545,0.0,0.0,0.00727,0.00364,0.0,0.0,0.0,0.0,0.01091,0.0,0.00364,0.00364,0.01455,0.00364,0.00364,0.0,0.0,0.00364,0.0,0.00727,0.0,0.0,0.0,0.00364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02545,0.05455,0.0,0.0,0.00364,0.0,0.00727,0.0,0.0,0.0,0.00364,0.0,0.0,0.01818,0.0,0.0,0.0,0.00364,0.00727,0.01455,0.01818,0.0,0.0,0.0,0.00364,0.0,0.0,0.00727,0.0,0.0,0.0,0.00727,0.0,0.01455,0.0,0.0,0.0,0.0
gemini,creative,creative_2,0.66222,115.236,0.56889,4.369,1.884,0.12,261.531,0.28889,0.13333,0.12889,0.01778,0.03556,0.21778,0.07556,0.03556,0.01333,0.02222,0.01778,0.0,0.00444,0.00889,12.5,0.833,18,225,101,101.0,85.484,4.441,5.533,5.461,7.695,0,0.0,2.3089,1.4331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0796,0.0,3.8217,0.04,0.0,0.0,0.0,0.0,0.00889,0.0,0.0,0.03111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01778,0.0,0.0,0.00444,0.0,0.00444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00444,0.0,0.0,0.0,0.00889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00889,0.0,0.01333,0.0,0.01333,0.0,0.01333,0.0,0.0,0.0,0.0,0.0,0.00444,0.0,0.01333,0.0,0.0,0.0,0.00889,0.0,0.00444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15111,0.00444,0.0,0.0,0.0,0.00444,0.0,0.0,0.0,0.00889,0.0,0.0,0.02222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00444,0.0,0.0,0.0,0.0,0.0,0.0
gemini,creative,creative_3,0.64634,125.054,0.5122,4.069,1.839,0.10163,93.198,0.20732,0.15854,0.0935,0.04878,0.13415,0.11382,0.06911,0.04472,0.02439,0.06504,0.03659,0.0,0.00407,0.0,20.5,6.739,12,246,101,101.0,79.067,7.303,9.31,8.076,7.614,0,0.0,2.2394,0.8494,0.0772,0.0,0.0772,0.0,0.0,0.0,0.0,0.0772,0.0,3.3205,0.02846,0.0,0.0,0.0,0.0,0.00813,0.0,0.00407,0.02846,0.0,0.00407,0.00407,0.00407,0.0,0.0,0.0,0.0,0.0,0.0,0.00407,0.0,0.01626,0.0,0.00407,0.0,0.0,0.0,0.0,0.0,0.0,0.00407,0.0,0.0,0.00407,0.0,0.0,0.01626,0.00407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00813,0.0,0.00813,0.00407,0.02846,0.01626,0.0,0.00407,0.0,0.00407,0.0,0.0,0.00407,0.0,0.00407,0.0,0.00407,0.00813,0.01626,0.0,0.00407,0.0,0.0,0.0,0.0,0.00407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01626,0.06098,0.0,0.0,0.0,0.0,0.00407,0.00407,0.0,0.00407,0.00407,0.0,0.0,0.03659,0.0,0.0,0.0,0.00407,0.0,0.00407,0.02439,0.00813,0.0122,0.00407,0.00813,0.0,0.00407,0.00813,0.0,0.0,0.0,0.0,0.0,0.00813,0.0122,0.0,0.0,0.0
gemini,creative,creative_4,0.70721,198.078,0.59459,4.536,2.052,0.13063,129.454,0.31081,0.13063,0.13964,0.02703,0.04054,0.16667,0.08559,0.02252,0.02252,0.03153,0.01802,0.0,0.0,0.0045,18.5,5.766,12,222,101,101.0,78.687,6.88,7.941,6.817,8.679,0,0.0,1.8096,0.9441,0.1574,0.0,0.0,0.0,0.0,0.0,0.0,0.1574,0.0,3.0685,0.04955,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.02252,0.0,0.0045,0.0,0.0045,0.0,0.0,0.0045,0.0045,0.0,0.0045,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00901,0.0045,0.00901,0.0045,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01802,0.0,0.0045,0.0,0.02252,0.0,0.0045,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00901,0.09459,0.01351,0.0,0.0,0.0,0.0045,0.0045,0.0,0.0,0.0045,0.0,0.00901,0.01351,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.01351,0.0,0.0,0.0,0.0,0.0,0.0045,0.00901,0.0,0.0,0.0,0.0,0.0,0.0
gemini,creative,creative_5,0.6626,134.806,0.54878,4.394,2.003,0.15854,185.736,0.2561,0.18699,0.10569,0.04065,0.06504,0.15854,0.05691,0.03252,0.04065,0.0122,0.03252,0.0,0.00813,0.00407,17.571,5.165,14,246,101,101.0,78.158,6.67,8.26,7.957,8.071,0,0.0,1.8978,1.0219,0.0,0.073,0.0,0.0,0.073,0.219,0.0,0.0,0.0,3.2847,0.02846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00813,0.0,0.0,0.0,0.0,0.00407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00407,0.0,0.0,0.0,0.0,0.0,0.0,0.00813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00407,0.02846,0.0,0.00813,0.0,0.00813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00813,0.0,0.0,0.0,0.0,0.00407,0.01626,0.0,0.00407,0.00407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00407,0.0,0.0,0.0,0.0,0.0,0.00407,0.00407,0.12195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122,0.0,0.00813,0.03252,0.00407,0.0,0.0,0.0,0.00407,0.00407,0.0,0.0,0.0,0.00813,0.00813,0.0,0.0,0.0122,0.0,0.0,0.0,0.00407,0.0,0.0,0.0,0.0,0.0,0.0
gemini,creative,creative_6,0.65801,123.839,0.5671,4.381,1.979,0.13853,187.403,0.28139,0.12987,0.11688,0.01732,0.03896,0.1645,0.08658,0.06494,0.02165,0.05195,0.01299,0.0,0.0,0.01299,16.5,4.468,14,231,101,101.0,78.162,6.753,8.468,8.14,8.084,0,0.0,2.1028,1.0125,0.0,0.0,0.0,0.0,0.0,0.0779,0.0,0.0,0.0,3.1931,0.03896,0.0,0.0,0.0,0.0,0.0,0.0,0.00433,0.05628,0.0,0.0,0.01299,0.0,0.0,0.0,0.0,0.00433,0.0,0.0,0.0,0.0,0.00866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00433,0.0,0.00433,0.01732,0.0,0.0,0.01299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02165,0.0,0.01299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01299,0.0,0.00433,0.0,0.0,0.0,0.0,0.00433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00433,0.0,0.0,0.01299,0.11255,0.00433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02597,0.0,0.0,0.0,0.0,0.0,0.0,0.00866,0.0,0.0,0.0,0.00433,0.0,0.0,0.0,0.0,0.0,0.01732,0.00866,0.0,0.0,0.0,0.0,0.0,0.0
gemini,creative,creative_7,0.67355,132.858,0.56612,4.277,1.996,0.14463,135.578,0.2686,0.14463,0.11157,0.03306,0.07851,0.16116,0.11157,0.04132,0.02893,0.00826,0.0124,0.0,0.0,0.0,22.0,7.336,11,242,101,101.0,71.588,8.74,9.461,7.686,8.643,0,0.0,2.118,0.8321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0756,0.0,3.0257,0.06612,0.0,0.0,0.0,0.0,0.0,0.0,0.00826,0.02479,0.0,0.0,0.00826,0.0124,0.0,0.0,0.0,0.00413,0.0,0.0,0.0,0.0,0.00826,0.00413,0.0,0.0,0.0,0.00413,0.0,0.0,0.0,0.0,0.0,0.00413,0.00413,0.0,0.0,0.0,0.0,0.0,0.0,0.01653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00413,0.00413,0.01653,0.0,0.00413,0.0,0.00413,0.0,0.00413,0.0,0.0,0.0,0.00826,0.0,0.0,0.0,0.0,0.0,0.02479,0.0,0.00413,0.0,0.0,0.00826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02479,0.0,0.0,0.0,0.0,0.0,0.0124,0.08264,0.0,0.0,0.0,0.0,0.00413,0.0,0.0,0.0,0.0,0.0,0.00413,0.01653,0.0,0.0,0.0,0.00826,0.0,0.0,0.0,0.0,0.00413,0.0,0.00826,0.0,0.00413,0.00413,0.0,0.0,0.0,0.00826,0.0,0.0,0.0,0.0,0.0,0.0
